country,year,co2,co2_per_capita,population
United States,1949,2164.862,14.823,146051521.0
United States,1950,2541.485,16.481,154202683.0
United States,1951,2618.711,16.735,156481322.0
United States,1952,2551.219,16.066,158794225.0
United States,1953,2612.971,16.213,161168319.0
United States,1954,2489.462,15.213,163636304.0
United States,1955,2728.512,16.417,166200030.0
United States,1956,2859.995,16.941,168824963.0
United States,1957,2835.772,16.535,171499235.0
United States,1958,2747.108,15.768,174215305.0
United States,1959,2831.923,15.986,177145772.0
United States,1960,2897.315,16.072,180274554.0
United States,1961,2886.873,15.733,183489491.0
United States,1962,2993.902,16.034,186724277.0
United States,1963,3126.488,16.47,189825228.0
United States,1964,3264.313,16.929,192819456.0
United States,1965,3399.547,17.375,195653775.0
United States,1966,3571.421,18.013,198265397.0
United States,1967,3705.461,18.463,200699913.0
United States,1968,3840.919,18.92,203011021.0
United States,1969,4035.145,19.655,205300032.0
United States,1970,4339.686,20.884,207796339.0
United States,1971,4365.465,20.746,210426424.0
United States,1972,4573.015,21.485,212842574.0
United States,1973,4785.434,22.257,215006548.0
United States,1974,4621.419,21.289,217076474.0
United States,1975,4478.563,20.438,219129300.0
United States,1976,4748.111,21.468,221168756.0
United States,1977,4889.953,21.903,223259417.0
United States,1978,4941.708,21.925,225396098.0
United States,1979,5008.956,22.01,227575083.0
United States,1980,4808.877,20.921,229858654.0
United States,1981,4686.743,20.184,232201613.0
United States,1982,4447.602,18.96,234583158.0
United States,1983,4429.711,18.692,236986362.0
United States,1984,4662.488,19.479,239353968.0
United States,1985,4652.938,19.252,241690439.0
United States,1986,4663.711,19.117,243953810.0
United States,1987,4826.013,19.605,246161292.0
United States,1988,5050.858,20.334,248393235.0
United States,1989,5132.543,20.475,250675047.0
United States,1990,5120.957,20.211,253373385.0
United States,1991,5062.957,19.741,256471425.0
United States,1992,5174.228,19.931,259606020.0
United States,1993,5272.851,20.077,262633235.0
United States,1994,5364.279,20.206,265474811.0
United States,1995,5425.259,20.228,268205794.0
United States,1996,5612.983,20.723,270860696.0
United States,1997,5688.142,20.8,273468014.0
United States,1998,5733.281,20.764,276119323.0
United States,1999,5803.918,20.819,278785482.0
United States,2000,6010.136,21.352,281484127.0
United States,2001,5907.74,20.781,284279629.0
United States,2002,5946.308,20.713,287084336.0
United States,2003,6010.146,20.731,289908091.0
United States,2004,6112.655,20.878,292786247.0
United States,2005,6132.183,20.737,295716665.0
United States,2006,6052.686,20.261,298730210.0
United States,2007,6130.123,20.309,301844227.0
United States,2008,5915.119,19.396,304970328.0
United States,2009,5480.726,17.793,308023451.0
United States,2010,5679.715,18.259,311062786.0
United States,2011,5546.116,17.657,314105078.0
United States,2012,5344.086,16.852,317115348.0
United States,2013,5480.157,17.12,320110753.0
United States,2014,5528.681,17.111,323115378.0
United States,2015,5376.473,16.486,326126498.0
United States,2016,5252.932,15.958,329179421.0
United States,2017,5212.162,15.69,332204656.0
United States,2018,5377.797,16.05,335056495.0
United States,2019,5262.145,15.578,337790068.0
United States,2020,4714.628,13.89,339436157.0
United States,2021,5032.213,14.794,340161441.0
United States,2022,5078.871,14.871,341534041.0
United States,2023,4911.391,14.299,343477332.0
